t_ms,t_rel_ms_global,t_rel_ms_truth,host_time_iso,true_distance_cm,measured_dist_cm,dist_ema_cm
764663,161800,1800.0,2025-09-21T11:51:08.309,60.0,59.133,58.69933798840753
764763,161900,1900.0,2025-09-21T11:51:08.410,60.0,58.756,58.71067039072602
764863,162000,2000.0,2025-09-21T11:51:08.509,60.0,58.756,58.71973631258082
764963,162100,2100.0,2025-09-21T11:51:08.609,60.0,58.773,58.730389050064666
765063,162200,2200.0,2025-09-21T11:51:08.710,60.0,58.773,58.73891124005174
765163,162300,2300.0,2025-09-21T11:51:08.809,60.0,58.773,58.7457289920414
765263,162400,2400.0,2025-09-21T11:51:08.910,60.0,58.756,58.747783193633126
765363,162500,2500.0,2025-09-21T11:51:09.009,60.0,58.773,58.752826554906505
765463,162600,2600.0,2025-09-21T11:51:09.108,60.0,58.773,58.75686124392521
765563,162700,2700.0,2025-09-21T11:51:09.209,60.0,58.756,58.756688995140166
765663,162800,2800.0,2025-09-21T11:51:09.309,60.0,58.773,58.75995119611214
765763,162900,2900.0,2025-09-21T11:51:09.409,60.0,58.773,58.76256095688972
765863,163000,3000.0,2025-09-21T11:51:09.509,60.0,58.773,58.76464876551179
765963,163100,3100.0,2025-09-21T11:51:09.609,60.0,58.756,58.76291901240943
766063,163200,3200.0,2025-09-21T11:51:09.709,60.0,58.756,58.761535209927544
766163,163300,3300.0,2025-09-21T11:51:09.809,60.0,59.167,58.84262816794204
766263,163400,3400.0,2025-09-21T11:51:09.909,60.0,59.167,58.90750253435364
766363,163500,3500.0,2025-09-21T11:51:10.009,60.0,59.167,58.95940202748291
766463,163600,3600.0,2025-09-21T11:51:10.109,60.0,59.167,59.000921621986336
766563,163700,3700.0,2025-09-21T11:51:10.210,60.0,59.167,59.03413729758907
766663,163800,3800.0,2025-09-21T11:51:10.309,60.0,59.15,59.057309838071255
766763,163900,3900.0,2025-09-21T11:51:10.409,60.0,58.79,59.00384787045701
766863,164000,4000.0,2025-09-21T11:51:10.509,60.0,58.756,58.954278296365615
766963,164100,4100.0,2025-09-21T11:51:10.609,60.0,58.756,58.91462263709249
767063,164200,4200.0,2025-09-21T11:51:10.709,60.0,59.15,58.961698109673996
767163,164300,4300.0,2025-09-21T11:51:10.809,60.0,58.756,58.9205584877392
767263,164400,4400.0,2025-09-21T11:51:10.909,60.0,58.756,58.88764679019137
767363,164500,4500.0,2025-09-21T11:51:11.009,60.0,58.773,58.8647174321531
767463,164600,4600.0,2025-09-21T11:51:11.110,60.0,59.167,58.92517394572248
767563,164700,4700.0,2025-09-21T11:51:11.209,60.0,59.167,58.973539156577985
767663,164800,4800.0,2025-09-21T11:51:11.309,60.0,58.773,58.9334313252624
767763,164900,4900.0,2025-09-21T11:51:11.409,60.0,58.773,58.90134506020993
767863,165000,5000.0,2025-09-21T11:51:11.509,60.0,58.79,58.879076048167946
767963,165100,5100.0,2025-09-21T11:51:11.609,60.0,59.167,58.936660838534365
768063,165200,5200.0,2025-09-21T11:51:11.709,60.0,58.756,58.9005286708275
768163,165300,5300.0,2025-09-21T11:51:11.809,60.0,59.15,58.950422936662
768263,165400,5400.0,2025-09-21T11:51:11.909,60.0,58.773,58.91493834932961
768363,165500,5500.0,2025-09-21T11:51:12.009,60.0,59.15,58.96195067946369
768463,165600,5600.0,2025-09-21T11:51:12.109,60.0,58.739,58.91736054357095
768563,165700,5700.0,2025-09-21T11:51:12.209,60.0,58.773,58.88848843485677
768663,165800,5800.0,2025-09-21T11:51:12.309,60.0,59.167,58.944190747885415
768763,165900,5900.0,2025-09-21T11:51:12.410,60.0,59.15,58.98535259830833
768863,166000,6000.0,2025-09-21T11:51:12.509,60.0,58.773,58.94288207864667
768963,166100,6100.0,2025-09-21T11:51:12.609,60.0,59.15,58.984305662917336
769063,166200,6200.0,2025-09-21T11:51:12.709,60.0,59.15,59.01744453033387
769163,166300,6300.0,2025-09-21T11:51:12.809,60.0,58.739,58.9617556242671
769263,166400,6400.0,2025-09-21T11:51:12.909,60.0,58.739,58.91720449941368
769363,166500,6500.0,2025-09-21T11:51:13.009,60.0,58.739,58.88156359953094
769463,166600,6600.0,2025-09-21T11:51:13.109,60.0,58.739,58.85305087962475
769563,166700,6700.0,2025-09-21T11:51:13.209,60.0,58.739,58.8302407036998
769663,166800,6800.0,2025-09-21T11:51:13.309,60.0,58.739,58.811992562959844
769763,166900,6900.0,2025-09-21T11:51:13.408,60.0,58.739,58.79739405036788
769863,167000,7000.0,2025-09-21T11:51:13.509,60.0,58.739,58.7857152402943
769963,167100,7100.0,2025-09-21T11:51:13.609,60.0,58.739,58.77637219223544
770063,167200,7200.0,2025-09-21T11:51:13.709,60.0,58.739,58.76889775378835
770163,167300,7300.0,2025-09-21T11:51:13.809,60.0,59.133,58.84171820303068
770263,167400,7400.0,2025-09-21T11:51:13.909,60.0,58.773,58.82797456242455
770363,167500,7500.0,2025-09-21T11:51:14.009,60.0,59.15,58.89237964993964
770463,167600,7600.0,2025-09-21T11:51:14.109,60.0,58.756,58.86510371995172
770563,167700,7700.0,2025-09-21T11:51:14.209,60.0,58.773,58.84668297596138
770663,167800,7800.0,2025-09-21T11:51:14.309,60.0,59.167,58.91074638076911
770763,167900,7900.0,2025-09-21T11:51:14.402,60.0,0.806,47.289797104615296
770863,168000,8000.0,2025-09-21T11:51:14.502,60.0,0.806,37.993037683692236
770963,168100,8100.0,2025-09-21T11:51:14.602,60.0,0.806,30.555630146953792
771063,168200,8200.0,2025-09-21T11:51:14.703,60.0,0.806,24.605704117563036
771163,168300,8300.0,2025-09-21T11:51:14.809,60.0,59.202,31.52496329405043
771263,168400,8400.0,2025-09-21T11:51:14.909,60.0,58.79,36.97797063524035
771363,168500,8500.0,2025-09-21T11:51:15.009,60.0,58.79,41.34037650819228
771463,168600,8600.0,2025-09-21T11:51:15.109,60.0,58.79,44.83030120655383
771563,168700,8700.0,2025-09-21T11:51:15.209,60.0,58.79,47.622240965243066
771663,168800,8800.0,2025-09-21T11:51:15.309,60.0,59.219,49.941592772194454
771763,168900,8900.0,2025-09-21T11:51:15.409,60.0,58.807,51.714674217755565
771863,169000,9000.0,2025-09-21T11:51:15.509,60.0,59.219,53.215539374204454
771963,169100,9100.0,2025-09-21T11:51:15.609,60.0,58.807,54.33383149936357
772063,169200,9200.0,2025-09-21T11:51:15.708,60.0,59.219,55.31086519949086
772163,169300,9300.0,2025-09-21T11:51:15.809,60.0,59.219,56.092492159592695
772263,169400,9400.0,2025-09-21T11:51:15.909,60.0,59.219,56.71779372767416
772363,169500,9500.0,2025-09-21T11:51:16.009,60.0,58.859,57.146034982139334
772463,169600,9600.0,2025-09-21T11:51:16.108,60.0,58.859,57.48862798571147
772563,169700,9700.0,2025-09-21T11:51:16.208,60.0,58.859,57.762702388569174
772663,169800,9800.0,2025-09-21T11:51:16.309,60.0,58.859,57.98196191085534
772763,169900,9900.0,2025-09-21T11:51:16.402,60.0,0.806,46.54676952868427
772863,170000,10000.0,2025-09-21T11:51:16.502,60.0,0.806,37.39861562294742
772963,170100,10100.0,2025-09-21T11:51:16.609,60.0,58.859,41.69069249835793
773063,170200,10200.0,2025-09-21T11:51:16.708,60.0,58.859,45.124353998686345
773163,170300,10300.0,2025-09-21T11:51:16.808,60.0,58.859,47.87128319894908
773263,170400,10400.0,2025-09-21T11:51:16.909,60.0,58.859,50.06882655915926
773363,170500,10500.0,2025-09-21T11:51:17.009,60.0,59.219,51.89886124732742
773463,170600,10600.0,2025-09-21T11:51:17.109,60.0,58.842,53.287488997861935
773563,170700,10700.0,2025-09-21T11:51:17.208,60.0,58.842,54.39839119828955
773663,170800,10800.0,2025-09-21T11:51:17.302,60.0,0.806,43.67991295863165
773763,170900,10900.0,2025-09-21T11:51:17.402,60.0,0.806,35.10513036690532
773863,171000,11000.0,2025-09-21T11:51:17.502,60.0,0.806,28.24530429352426
773963,171100,11100.0,2025-09-21T11:51:17.602,60.0,0.806,22.75744343481941
774063,171200,11200.0,2025-09-21T11:51:17.703,60.0,0.806,18.36715474785553
774163,171300,11300.0,2025-09-21T11:51:17.803,60.0,0.806,14.854923798284425
774263,171400,11400.0,2025-09-21T11:51:17.902,60.0,0.806,12.04513903862754
774363,171500,11500.0,2025-09-21T11:51:18.008,60.0,58.859,21.40791123090203
774463,171600,11600.0,2025-09-21T11:51:18.109,60.0,58.859,28.898128984721623
774563,171700,11700.0,2025-09-21T11:51:18.208,60.0,59.27,34.9725031877773
774663,171800,11800.0,2025-09-21T11:51:18.309,60.0,59.27,39.832002550221844
774763,171900,11900.0,2025-09-21T11:51:18.408,60.0,58.876,43.640802040177476
