t_ms,t_rel_ms_global,t_rel_ms_truth,host_time_iso,true_distance_cm,measured_dist_cm,dist_lp_cm
602863,0,0.0,2025-09-21T11:48:26.510,10.0,10.856,10.856
602963,100,100.0,2025-09-21T11:48:26.610,10.0,10.856,10.856
603063,200,200.0,2025-09-21T11:48:26.710,10.0,10.856,10.856
603163,300,300.0,2025-09-21T11:48:26.810,10.0,10.856,10.856
603263,400,400.0,2025-09-21T11:48:26.909,10.0,10.856,10.856
603363,500,500.0,2025-09-21T11:48:27.010,10.0,10.907,10.86875
603463,600,600.0,2025-09-21T11:48:27.110,10.0,10.89,10.8740625
603563,700,700.0,2025-09-21T11:48:27.210,10.0,10.89,10.878046875
603663,800,800.0,2025-09-21T11:48:27.309,10.0,10.89,10.88103515625
603763,900,900.0,2025-09-21T11:48:27.410,10.0,10.89,10.8832763671875
603863,1000,1000.0,2025-09-21T11:48:27.510,10.0,10.89,10.884957275390626
603963,1100,1100.0,2025-09-21T11:48:27.610,10.0,10.89,10.88621795654297
604063,1200,1200.0,2025-09-21T11:48:27.710,10.0,10.907,10.891413467407228
604163,1300,1300.0,2025-09-21T11:48:27.810,10.0,10.907,10.89531010055542
604263,1400,1400.0,2025-09-21T11:48:27.910,10.0,10.907,10.898232575416564
604363,1500,1500.0,2025-09-21T11:48:28.010,10.0,10.89,10.896174431562423
604463,1600,1600.0,2025-09-21T11:48:28.110,10.0,10.907,10.898880823671817
604563,1700,1700.0,2025-09-21T11:48:28.210,10.0,10.89,10.896660617753863
604663,1800,1800.0,2025-09-21T11:48:28.310,10.0,10.907,10.899245463315397
604763,1900,1900.0,2025-09-21T11:48:28.410,10.0,10.907,10.901184097486547
604863,2000,2000.0,2025-09-21T11:48:28.510,10.0,10.907,10.902638073114911
604963,2100,2100.0,2025-09-21T11:48:28.609,10.0,10.479,10.796728554836182
605063,2200,2200.0,2025-09-21T11:48:28.710,10.0,10.89,10.820046416127138
605163,2300,2300.0,2025-09-21T11:48:28.810,10.0,10.89,10.837534812095353
605263,2400,2400.0,2025-09-21T11:48:28.910,10.0,10.89,10.850651109071514
605363,2500,2500.0,2025-09-21T11:48:29.010,10.0,10.907,10.864738331803636
605463,2600,2600.0,2025-09-21T11:48:29.109,10.0,10.907,10.875303748852726
605563,2700,2700.0,2025-09-21T11:48:29.210,10.0,10.907,10.883227811639545
605663,2800,2800.0,2025-09-21T11:48:29.310,10.0,10.907,10.889170858729658
605763,2900,2900.0,2025-09-21T11:48:29.410,10.0,10.856,10.880878144047244
605863,3000,3000.0,2025-09-21T11:48:29.510,10.0,10.856,10.874658608035434
605963,3100,3100.0,2025-09-21T11:48:29.610,10.0,10.856,10.869993956026576
606063,3200,3200.0,2025-09-21T11:48:29.710,10.0,10.907,10.879245467019931
606163,3300,3300.0,2025-09-21T11:48:29.810,10.0,10.907,10.886184100264948
606263,3400,3400.0,2025-09-21T11:48:29.910,10.0,10.907,10.891388075198712
606363,3500,3500.0,2025-09-21T11:48:30.009,10.0,10.907,10.895291056399035
606463,3600,3600.0,2025-09-21T11:48:30.110,10.0,10.479,10.791218292299277
606563,3700,3700.0,2025-09-21T11:48:30.209,10.0,10.856,10.807413719224458
606663,3800,3800.0,2025-09-21T11:48:30.310,10.0,10.856,10.819560289418344
606763,3900,3900.0,2025-09-21T11:48:30.410,10.0,10.856,10.828670217063758
606863,4000,4000.0,2025-09-21T11:48:30.510,10.0,10.856,10.835502662797818
606963,4100,4100.0,2025-09-21T11:48:30.610,10.0,10.856,10.840626997098363
607063,4200,4200.0,2025-09-21T11:48:30.709,10.0,10.856,10.844470247823772
607163,4300,4300.0,2025-09-21T11:48:30.810,10.0,10.856,10.847352685867829
607263,4400,4400.0,2025-09-21T11:48:30.910,10.0,10.856,10.849514514400871
607363,4500,4500.0,2025-09-21T11:48:31.010,10.0,10.856,10.851135885800653
607463,4600,4600.0,2025-09-21T11:48:31.110,10.0,10.856,10.85235191435049
607563,4700,4700.0,2025-09-21T11:48:31.210,10.0,10.856,10.853263935762866
607663,4800,4800.0,2025-09-21T11:48:31.310,10.0,10.856,10.85394795182215
607763,4900,4900.0,2025-09-21T11:48:31.410,10.0,10.856,10.854460963866613
607863,5000,5000.0,2025-09-21T11:48:31.510,10.0,10.856,10.85484572289996
607963,5100,5100.0,2025-09-21T11:48:31.610,10.0,10.856,10.85513429217497
608063,5200,5200.0,2025-09-21T11:48:31.710,10.0,10.856,10.855350719131227
608163,5300,5300.0,2025-09-21T11:48:31.810,10.0,10.856,10.85551303934842
608263,5400,5400.0,2025-09-21T11:48:31.910,10.0,10.856,10.855634779511314
608363,5500,5500.0,2025-09-21T11:48:32.010,10.0,10.907,10.868476084633485
608463,5600,5600.0,2025-09-21T11:48:32.109,10.0,10.907,10.878107063475113
608563,5700,5700.0,2025-09-21T11:48:32.210,10.0,10.907,10.885330297606334
608663,5800,5800.0,2025-09-21T11:48:32.310,10.0,10.856,10.87799772320475
608763,5900,5900.0,2025-09-21T11:48:32.410,10.0,10.856,10.872498292403563
608863,6000,6000.0,2025-09-21T11:48:32.510,10.0,10.856,10.868373719302673
608963,6100,6100.0,2025-09-21T11:48:32.610,10.0,10.856,10.865280289477004
609063,6200,6200.0,2025-09-21T11:48:32.709,10.0,10.856,10.862960217107753
609163,6300,6300.0,2025-09-21T11:48:32.809,10.0,10.856,10.861220162830815
609263,6400,6400.0,2025-09-21T11:48:32.910,10.0,10.856,10.85991512212311
609363,6500,6500.0,2025-09-21T11:48:33.010,10.0,10.856,10.858936341592333
609463,6600,6600.0,2025-09-21T11:48:33.110,10.0,10.856,10.85820225619425
609563,6700,6700.0,2025-09-21T11:48:33.209,10.0,10.856,10.857651692145687
609663,6800,6800.0,2025-09-21T11:48:33.310,10.0,10.856,10.857238769109266
609763,6900,6900.0,2025-09-21T11:48:33.410,10.0,10.856,10.85692907683195
609863,7000,7000.0,2025-09-21T11:48:33.509,10.0,10.856,10.856696807623962
609963,7100,7100.0,2025-09-21T11:48:33.609,10.0,10.856,10.856522605717972
610063,7200,7200.0,2025-09-21T11:48:33.710,10.0,10.856,10.85639195428848
610163,7300,7300.0,2025-09-21T11:48:33.810,10.0,10.856,10.85629396571636
610263,7400,7400.0,2025-09-21T11:48:33.909,10.0,10.856,10.85622047428727
610363,7500,7500.0,2025-09-21T11:48:34.010,10.0,10.856,10.856165355715452
610463,7600,7600.0,2025-09-21T11:48:34.110,10.0,10.856,10.85612401678659
610563,7700,7700.0,2025-09-21T11:48:34.210,10.0,10.856,10.856093012589941
610663,7800,7800.0,2025-09-21T11:48:34.310,10.0,10.856,10.856069759442455
610763,7900,7900.0,2025-09-21T11:48:34.410,10.0,10.89,10.864552319581842
610863,8000,8000.0,2025-09-21T11:48:34.510,10.0,10.839,10.858164239686381
610963,8100,8100.0,2025-09-21T11:48:34.610,10.0,10.839,10.853373179764786
611063,8200,8200.0,2025-09-21T11:48:34.709,10.0,10.839,10.84977988482359
611163,8300,8300.0,2025-09-21T11:48:34.810,10.0,10.89,10.859834913617693
611263,8400,8400.0,2025-09-21T11:48:34.910,10.0,10.89,10.86737618521327
611363,8500,8500.0,2025-09-21T11:48:35.010,10.0,10.89,10.873032138909952
611463,8600,8600.0,2025-09-21T11:48:35.109,10.0,10.89,10.877274104182465
611563,8700,8700.0,2025-09-21T11:48:35.209,10.0,10.89,10.88045557813685
611663,8800,8800.0,2025-09-21T11:48:35.309,10.0,10.89,10.882841683602638
611763,8900,8900.0,2025-09-21T11:48:35.409,10.0,10.89,10.88463126270198
611863,9000,9000.0,2025-09-21T11:48:35.510,10.0,10.839,10.873223447026485
611963,9100,9100.0,2025-09-21T11:48:35.610,10.0,10.839,10.864667585269864
612063,9200,9200.0,2025-09-21T11:48:35.710,10.0,10.839,10.858250688952397
612163,9300,9300.0,2025-09-21T11:48:35.810,10.0,10.856,10.857688016714299
612263,9400,9400.0,2025-09-21T11:48:35.910,10.0,10.856,10.857266012535725
612363,9500,9500.0,2025-09-21T11:48:36.010,10.0,10.856,10.856949509401794
612463,9600,9600.0,2025-09-21T11:48:36.110,10.0,10.839,10.852462132051345
612563,9700,9700.0,2025-09-21T11:48:36.210,10.0,10.839,10.849096599038509
612663,9800,9800.0,2025-09-21T11:48:36.310,10.0,11.25,10.949322449278881
612763,9900,9900.0,2025-09-21T11:48:36.410,10.0,11.25,11.024491836959161
612863,10000,10000.0,2025-09-21T11:48:36.510,10.0,11.25,11.080868877719372
612963,10100,10100.0,2025-09-21T11:48:36.609,10.0,11.25,11.12315165828953
613063,10200,10200.0,2025-09-21T11:48:36.710,10.0,11.25,11.154863743717147
613163,10300,10300.0,2025-09-21T11:48:36.810,10.0,11.25,11.178647807787861
613263,10400,10400.0,2025-09-21T11:48:36.910,10.0,11.233,11.192235855840895
613363,10500,10500.0,2025-09-21T11:48:37.009,10.0,11.25,11.206676891880672
613463,10600,10600.0,2025-09-21T11:48:37.110,10.0,11.25,11.217507668910503
613563,10700,10700.0,2025-09-21T11:48:37.209,10.0,11.25,11.225630751682878
613663,10800,10800.0,2025-09-21T11:48:37.310,10.0,11.25,11.231723063762159
613763,10900,10900.0,2025-09-21T11:48:37.410,10.0,11.25,11.236292297821619
613863,11000,11000.0,2025-09-21T11:48:37.509,10.0,11.25,11.239719223366214
613963,11100,11100.0,2025-09-21T11:48:37.610,10.0,11.25,11.24228941752466
614063,11200,11200.0,2025-09-21T11:48:37.710,10.0,11.25,11.244217063143495
614163,11300,11300.0,2025-09-21T11:48:37.810,10.0,10.89,11.155662797357621
614263,11400,11400.0,2025-09-21T11:48:37.910,10.0,10.873,11.084997098018215
614363,11500,11500.0,2025-09-21T11:48:38.010,10.0,10.873,11.031997823513661
614463,11600,11600.0,2025-09-21T11:48:38.110,10.0,10.89,10.996498367635246
614563,11700,11700.0,2025-09-21T11:48:38.210,10.0,10.873,10.965623775726435
614663,11800,11800.0,2025-09-21T11:48:38.310,10.0,10.873,10.942467831794826
614763,11900,11900.0,2025-09-21T11:48:38.409,10.0,10.873,10.92510087384612
614863,12000,12000.0,2025-09-21T11:48:38.510,10.0,10.89,10.91632565538459
614963,12100,12100.0,2025-09-21T11:48:38.610,10.0,11.25,10.999744241538442
615063,12200,12200.0,2025-09-21T11:48:38.710,10.0,10.839,10.959558181153831
615163,12300,12300.0,2025-09-21T11:48:38.809,10.0,10.839,10.929418635865373
615263,12400,12400.0,2025-09-21T11:48:38.910,10.0,10.839,10.90681397689903
615363,12500,12500.0,2025-09-21T11:48:39.010,10.0,10.839,10.889860482674273
615463,12600,12600.0,2025-09-21T11:48:39.110,10.0,11.25,10.979895362005704
615563,12700,12700.0,2025-09-21T11:48:39.210,10.0,11.25,11.047421521504278
615663,12800,12800.0,2025-09-21T11:48:39.310,10.0,11.25,11.098066141128209
615763,12900,12900.0,2025-09-21T11:48:39.409,10.0,10.839,11.033299605846157
615863,13000,13000.0,2025-09-21T11:48:39.509,10.0,10.839,10.984724704384618
615963,13100,13100.0,2025-09-21T11:48:39.610,10.0,10.839,10.948293528288463
616063,13200,13200.0,2025-09-21T11:48:39.709,10.0,10.839,10.920970146216348
616163,13300,13300.0,2025-09-21T11:48:39.810,10.0,10.856,10.904727609662261
616263,13400,13400.0,2025-09-21T11:48:39.910,10.0,10.856,10.892545707246697
616363,13500,13500.0,2025-09-21T11:48:40.010,10.0,10.856,10.883409280435023
616463,13600,13600.0,2025-09-21T11:48:40.110,10.0,10.856,10.876556960326267
616563,13700,13700.0,2025-09-21T11:48:40.209,10.0,10.856,10.8714177202447
616663,13800,13800.0,2025-09-21T11:48:40.310,10.0,10.856,10.867563290183526
616763,13900,13900.0,2025-09-21T11:48:40.409,10.0,10.856,10.864672467637645
616863,14000,14000.0,2025-09-21T11:48:40.510,10.0,10.856,10.862504350728234
616963,14100,14100.0,2025-09-21T11:48:40.610,10.0,10.856,10.860878263046175
617063,14200,14200.0,2025-09-21T11:48:40.710,10.0,10.856,10.859658697284631
617163,14300,14300.0,2025-09-21T11:48:40.810,10.0,10.856,10.858744022963474
617263,14400,14400.0,2025-09-21T11:48:40.910,10.0,10.856,10.858058017222605
617363,14500,14500.0,2025-09-21T11:48:41.010,10.0,10.856,10.857543512916955
617463,14600,14600.0,2025-09-21T11:48:41.109,10.0,11.268,10.960157634687716
617563,14700,14700.0,2025-09-21T11:48:41.210,10.0,11.285,11.041368226015788
617663,14800,14800.0,2025-09-21T11:48:41.310,10.0,11.268,11.09802616951184
617763,14900,14900.0,2025-09-21T11:48:41.410,10.0,10.856,11.03751962713388
617863,15000,15000.0,2025-09-21T11:48:41.509,10.0,11.268,11.09513972035041
617963,15100,15100.0,2025-09-21T11:48:41.609,10.0,11.268,11.138354790262808
618063,15200,15200.0,2025-09-21T11:48:41.710,10.0,10.856,11.067766092697106
618163,15300,15300.0,2025-09-21T11:48:41.810,10.0,10.856,11.01482456952283
618263,15400,15400.0,2025-09-21T11:48:41.909,10.0,10.856,10.975118427142123
618363,15500,15500.0,2025-09-21T11:48:42.009,10.0,10.856,10.945338820356593
618463,15600,15600.0,2025-09-21T11:48:42.110,10.0,10.856,10.923004115267444
618563,15700,15700.0,2025-09-21T11:48:42.210,10.0,10.856,10.906253086450583
618663,15800,15800.0,2025-09-21T11:48:42.310,10.0,10.856,10.893689814837938
618763,15900,15900.0,2025-09-21T11:48:42.410,10.0,10.856,10.884267361128453
618863,16000,16000.0,2025-09-21T11:48:42.510,10.0,10.856,10.87720052084634
618963,16100,16100.0,2025-09-21T11:48:42.609,10.0,10.856,10.871900390634755
619063,16200,16200.0,2025-09-21T11:48:42.709,10.0,10.856,10.867925292976066
619163,16300,16300.0,2025-09-21T11:48:42.810,10.0,10.856,10.86494396973205
619263,16400,16400.0,2025-09-21T11:48:42.909,10.0,10.856,10.862707977299037
619363,16500,16500.0,2025-09-21T11:48:43.010,10.0,10.856,10.861030982974277
619463,16600,16600.0,2025-09-21T11:48:43.110,10.0,10.856,10.859773237230709
619563,16700,16700.0,2025-09-21T11:48:43.210,10.0,10.856,10.858829927923031
619663,16800,16800.0,2025-09-21T11:48:43.309,10.0,10.856,10.858122445942273
619763,16900,16900.0,2025-09-21T11:48:43.410,10.0,10.856,10.857591834456706
619863,17000,17000.0,2025-09-21T11:48:43.510,10.0,10.856,10.85719387584253
619963,17100,17100.0,2025-09-21T11:48:43.610,10.0,10.856,10.856895406881897
620063,17200,17200.0,2025-09-21T11:48:43.709,10.0,10.856,10.856671555161423
620163,17300,17300.0,2025-09-21T11:48:43.809,10.0,10.856,10.856503666371067
620263,17400,17400.0,2025-09-21T11:48:43.910,10.0,10.856,10.8563777497783
620363,17500,17500.0,2025-09-21T11:48:44.010,10.0,10.856,10.856283312333725
620463,17600,17600.0,2025-09-21T11:48:44.109,10.0,10.856,10.856212484250293
620563,17700,17700.0,2025-09-21T11:48:44.210,10.0,10.856,10.85615936318772
620663,17800,17800.0,2025-09-21T11:48:44.309,10.0,10.856,10.85611952239079
620763,17900,17900.0,2025-09-21T11:48:44.410,10.0,10.856,10.856089641793092
620863,18000,18000.0,2025-09-21T11:48:44.510,10.0,10.856,10.85606723134482
620963,18100,18100.0,2025-09-21T11:48:44.609,10.0,10.856,10.856050423508615
621063,18200,18200.0,2025-09-21T11:48:44.710,10.0,10.856,10.85603781763146
621163,18300,18300.0,2025-09-21T11:48:44.810,10.0,10.856,10.856028363223595
621263,18400,18400.0,2025-09-21T11:48:44.909,10.0,10.856,10.856021272417696
621363,18500,18500.0,2025-09-21T11:48:45.009,10.0,10.856,10.856015954313271
621463,18600,18600.0,2025-09-21T11:48:45.109,10.0,10.856,10.856011965734954
621563,18700,18700.0,2025-09-21T11:48:45.209,10.0,10.856,10.856008974301215
621663,18800,18800.0,2025-09-21T11:48:45.310,10.0,10.856,10.85600673072591
621763,18900,18900.0,2025-09-21T11:48:45.410,10.0,10.856,10.856005048044434
621863,19000,19000.0,2025-09-21T11:48:45.510,10.0,10.856,10.856003786033325
621963,19100,19100.0,2025-09-21T11:48:45.609,10.0,10.856,10.856002839524994
622063,19200,19200.0,2025-09-21T11:48:45.709,10.0,10.856,10.856002129643745
622163,19300,19300.0,2025-09-21T11:48:45.809,10.0,10.856,10.856001597232808
622263,19400,19400.0,2025-09-21T11:48:45.909,10.0,10.856,10.856001197924606
622363,19500,19500.0,2025-09-21T11:48:46.009,10.0,10.856,10.856000898443455
622463,19600,19600.0,2025-09-21T11:48:46.109,10.0,10.856,10.856000673832591
622563,19700,19700.0,2025-09-21T11:48:46.209,10.0,10.856,10.856000505374443
622663,19800,19800.0,2025-09-21T11:48:46.310,10.0,10.856,10.856000379030831
622763,19900,19900.0,2025-09-21T11:48:46.409,10.0,10.856,10.856000284273124
622863,20000,20000.0,2025-09-21T11:48:46.510,10.0,10.856,10.856000213204844
622963,20100,20100.0,2025-09-21T11:48:46.609,10.0,10.856,10.856000159903633
623063,20200,20200.0,2025-09-21T11:48:46.710,10.0,10.856,10.856000119927725
623163,20300,20300.0,2025-09-21T11:48:46.809,10.0,10.856,10.856000089945793
623263,20400,20400.0,2025-09-21T11:48:46.909,10.0,10.856,10.856000067459345
623363,20500,20500.0,2025-09-21T11:48:47.010,10.0,10.856,10.856000050594508
623463,20600,20600.0,2025-09-21T11:48:47.110,10.0,10.856,10.856000037945881
623563,20700,20700.0,2025-09-21T11:48:47.210,10.0,10.856,10.85600002845941
623663,20800,20800.0,2025-09-21T11:48:47.309,10.0,10.856,10.856000021344558
623763,20900,20900.0,2025-09-21T11:48:47.409,10.0,10.856,10.85600001600842
623863,21000,21000.0,2025-09-21T11:48:47.510,10.0,10.856,10.856000012006314
623963,21100,21100.0,2025-09-21T11:48:47.610,10.0,10.856,10.856000009004735
624063,21200,21200.0,2025-09-21T11:48:47.709,10.0,10.856,10.85600000675355
624163,21300,21300.0,2025-09-21T11:48:47.810,10.0,10.856,10.856000005065162
624263,21400,21400.0,2025-09-21T11:48:47.910,10.0,11.285,10.963250003798873
624363,21500,21500.0,2025-09-21T11:48:48.010,10.0,11.233,11.030687502849155
624463,21600,21600.0,2025-09-21T11:48:48.110,10.0,11.285,11.094265627136867
624563,21700,21700.0,2025-09-21T11:48:48.209,10.0,11.233,11.12894922035265
624663,21800,21800.0,2025-09-21T11:48:48.309,10.0,11.216,11.150711915264488
624763,21900,21900.0,2025-09-21T11:48:48.409,10.0,11.233,11.171283936448365
624863,22000,22000.0,2025-09-21T11:48:48.510,10.0,11.233,11.186712952336274
624963,22100,22100.0,2025-09-21T11:48:48.610,10.0,11.233,11.198284714252205
625063,22200,22200.0,2025-09-21T11:48:48.709,10.0,11.233,11.206963535689153
625163,22300,22300.0,2025-09-21T11:48:48.809,10.0,11.233,11.213472651766866
625263,22400,22400.0,2025-09-21T11:48:48.909,10.0,11.233,11.218354488825149
625363,22500,22500.0,2025-09-21T11:48:49.009,10.0,11.233,11.222015866618861
625463,22600,22600.0,2025-09-21T11:48:49.109,10.0,11.233,11.224761899964147
625563,22700,22700.0,2025-09-21T11:48:49.210,10.0,11.233,11.22682142497311
625663,22800,22800.0,2025-09-21T11:48:49.309,10.0,11.233,11.228366068729834
625763,22900,22900.0,2025-09-21T11:48:49.409,10.0,11.233,11.229524551547375
625863,23000,23000.0,2025-09-21T11:48:49.509,10.0,11.233,11.230393413660531
625963,23100,23100.0,2025-09-21T11:48:49.610,10.0,11.645,11.334045060245398
626063,23200,23200.0,2025-09-21T11:48:49.709,10.0,11.645,11.411783795184048
626163,23300,23300.0,2025-09-21T11:48:49.809,10.0,11.645,11.470087846388036
626263,23400,23400.0,2025-09-21T11:48:49.910,10.0,11.645,11.513815884791027
626363,23500,23500.0,2025-09-21T11:48:50.009,10.0,11.233,11.443611913593271
626463,23600,23600.0,2025-09-21T11:48:50.109,10.0,11.233,11.390958935194954
626563,23700,23700.0,2025-09-21T11:48:50.210,10.0,11.233,11.351469201396215
626663,23800,23800.0,2025-09-21T11:48:50.309,10.0,11.593,11.41185190104716
626763,23900,23900.0,2025-09-21T11:48:50.409,10.0,11.593,11.45713892578537
626863,24000,24000.0,2025-09-21T11:48:50.509,10.0,11.593,11.491104194339028
626963,24100,24100.0,2025-09-21T11:48:50.610,10.0,11.593,11.516578145754272
627063,24200,24200.0,2025-09-21T11:48:50.710,10.0,11.593,11.535683609315704
627163,24300,24300.0,2025-09-21T11:48:50.810,10.0,11.645,11.563012706986779
627263,24400,24400.0,2025-09-21T11:48:50.910,10.0,11.593,11.570509530240084
627363,24500,24500.0,2025-09-21T11:48:51.009,10.0,11.645,11.589132147680063
627463,24600,24600.0,2025-09-21T11:48:51.109,10.0,11.645,11.603099110760047
627563,24700,24700.0,2025-09-21T11:48:51.209,10.0,11.645,11.613574333070035
627663,24800,24800.0,2025-09-21T11:48:51.309,10.0,11.645,11.621430749802526
627763,24900,24900.0,2025-09-21T11:48:51.409,10.0,11.645,11.627323062351895
627863,25000,25000.0,2025-09-21T11:48:51.509,10.0,11.645,11.631742296763921
627963,25100,25100.0,2025-09-21T11:48:51.609,10.0,11.593,11.62205672257294
628063,25200,25200.0,2025-09-21T11:48:51.710,10.0,11.593,11.614792541929706
628163,25300,25300.0,2025-09-21T11:48:51.809,10.0,11.593,11.60934440644728
628263,25400,25400.0,2025-09-21T11:48:51.910,10.0,11.593,11.60525830483546
628363,25500,25500.0,2025-09-21T11:48:52.009,10.0,11.593,11.602193728626595
628463,25600,25600.0,2025-09-21T11:48:52.109,10.0,11.593,11.599895296469946
628563,25700,25700.0,2025-09-21T11:48:52.209,10.0,11.593,11.598171472352458
628663,25800,25800.0,2025-09-21T11:48:52.310,10.0,11.593,11.596878604264344
628763,25900,25900.0,2025-09-21T11:48:52.410,10.0,11.593,11.595908953198258
628863,26000,26000.0,2025-09-21T11:48:52.509,10.0,11.593,11.595181714898693
628963,26100,26100.0,2025-09-21T11:48:52.609,10.0,11.593,11.594636286174019
629063,26200,26200.0,2025-09-21T11:48:52.709,10.0,11.593,11.594227214630514
629163,26300,26300.0,2025-09-21T11:48:52.810,10.0,11.593,11.593920410972885
629263,26400,26400.0,2025-09-21T11:48:52.909,10.0,11.593,11.593690308229665
629363,26500,26500.0,2025-09-21T11:48:53.009,10.0,11.593,11.593517731172248
629463,26600,26600.0,2025-09-21T11:48:53.109,10.0,11.593,11.593388298379185
629563,26700,26700.0,2025-09-21T11:48:53.209,10.0,11.593,11.593291223784389
629663,26800,26800.0,2025-09-21T11:48:53.309,10.0,11.593,11.593218417838292
629763,26900,26900.0,2025-09-21T11:48:53.409,10.0,11.593,11.59316381337872
629863,27000,27000.0,2025-09-21T11:48:53.509,10.0,11.593,11.59312286003404
629963,27100,27100.0,2025-09-21T11:48:53.609,10.0,11.593,11.59309214502553
630063,27200,27200.0,2025-09-21T11:48:53.709,10.0,11.593,11.593069108769146
630163,27300,27300.0,2025-09-21T11:48:53.810,10.0,11.593,11.59305183157686
630263,27400,27400.0,2025-09-21T11:48:53.910,10.0,11.593,11.593038873682644
630363,27500,27500.0,2025-09-21T11:48:54.009,10.0,11.542,11.580279155261984
630463,27600,27600.0,2025-09-21T11:48:54.109,10.0,11.542,11.570709366446488
630563,27700,27700.0,2025-09-21T11:48:54.209,10.0,11.542,11.563532024834867
630663,27800,27800.0,2025-09-21T11:48:54.309,10.0,11.542,11.55814901862615
630763,27900,27900.0,2025-09-21T11:48:54.409,10.0,11.542,11.554111763969612
630863,28000,28000.0,2025-09-21T11:48:54.509,10.0,11.542,11.551083822977208
630963,28100,28100.0,2025-09-21T11:48:54.608,10.0,11.542,11.548812867232906
631063,28200,28200.0,2025-09-21T11:48:54.710,10.0,11.542,11.54710965042468
631163,28300,28300.0,2025-09-21T11:48:54.809,10.0,11.542,11.54583223781851
631263,28400,28400.0,2025-09-21T11:48:54.910,10.0,11.542,11.544874178363884
631363,28500,28500.0,2025-09-21T11:48:55.009,10.0,11.542,11.544155633772913
631463,28600,28600.0,2025-09-21T11:48:55.109,10.0,11.542,11.543616725329684
631563,28700,28700.0,2025-09-21T11:48:55.209,10.0,11.542,11.543212543997264
631663,28800,28800.0,2025-09-21T11:48:55.309,10.0,11.542,11.542909407997948
631763,28900,28900.0,2025-09-21T11:48:55.409,10.0,11.542,11.542682055998462
656463,53600,0.0,2025-09-21T11:49:20.110,20.0,20.494,13.780511541998846
656563,53700,100.0,2025-09-21T11:49:20.210,20.0,20.494,15.458883656499134
656663,53800,200.0,2025-09-21T11:49:20.310,20.0,20.494,16.71766274237435
656763,53900,300.0,2025-09-21T11:49:20.410,20.0,20.494,17.66174705678076
656863,54000,400.0,2025-09-21T11:49:20.510,20.0,20.494,18.36981029258557
656963,54100,500.0,2025-09-21T11:49:20.610,20.0,20.494,18.900857719439177
657063,54200,600.0,2025-09-21T11:49:20.710,20.0,20.494,19.299143289579384
657163,54300,700.0,2025-09-21T11:49:20.810,20.0,20.494,19.59785746718454
657263,54400,800.0,2025-09-21T11:49:20.910,20.0,20.494,19.821893100388404
657363,54500,900.0,2025-09-21T11:49:21.010,20.0,20.494,19.989919825291302
657463,54600,1000.0,2025-09-21T11:49:21.110,20.0,20.494,20.115939868968475
657563,54700,1100.0,2025-09-21T11:49:21.210,20.0,20.494,20.210454901726358
657663,54800,1200.0,2025-09-21T11:49:21.310,20.0,20.494,20.281341176294767
657763,54900,1300.0,2025-09-21T11:49:21.410,20.0,20.494,20.334505882221073
657863,55000,1400.0,2025-09-21T11:49:21.510,20.0,20.494,20.374379411665807
657963,55100,1500.0,2025-09-21T11:49:21.610,20.0,20.494,20.404284558749353
658063,55200,1600.0,2025-09-21T11:49:21.710,20.0,20.477,20.422463419062016
658163,55300,1700.0,2025-09-21T11:49:21.810,20.0,20.477,20.43609756429651
658263,55400,1800.0,2025-09-21T11:49:21.910,20.0,20.494,20.45057317322238
658363,55500,1900.0,2025-09-21T11:49:22.010,20.0,20.477,20.457179879916787
658463,55600,2000.0,2025-09-21T11:49:22.110,20.0,20.477,20.46213490993759
658563,55700,2100.0,2025-09-21T11:49:22.210,20.0,20.477,20.465851182453193
658663,55800,2200.0,2025-09-21T11:49:22.310,20.0,20.477,20.468638386839896
658763,55900,2300.0,2025-09-21T11:49:22.410,20.0,20.477,20.47072879012992
658863,56000,2400.0,2025-09-21T11:49:22.510,20.0,20.477,20.47229659259744
658963,56100,2500.0,2025-09-21T11:49:22.610,20.0,20.477,20.47347244444808
659063,56200,2600.0,2025-09-21T11:49:22.710,20.0,20.477,20.47435433333606
659163,56300,2700.0,2025-09-21T11:49:22.810,20.0,20.477,20.475015750002044
659263,56400,2800.0,2025-09-21T11:49:22.910,20.0,20.477,20.475511812501534
659363,56500,2900.0,2025-09-21T11:49:23.010,20.0,20.477,20.47588385937615
659463,56600,3000.0,2025-09-21T11:49:23.110,20.0,20.477,20.476162894532113
659563,56700,3100.0,2025-09-21T11:49:23.211,20.0,20.494,20.480622170899085
659663,56800,3200.0,2025-09-21T11:49:23.310,20.0,20.494,20.483966628174315
659763,56900,3300.0,2025-09-21T11:49:23.410,20.0,20.494,20.486474971130736
659863,57000,3400.0,2025-09-21T11:49:23.510,20.0,20.477,20.484106228348054
659963,57100,3500.0,2025-09-21T11:49:23.610,20.0,20.494,20.48657967126104
660063,57200,3600.0,2025-09-21T11:49:23.710,20.0,20.494,20.48843475344578
660163,57300,3700.0,2025-09-21T11:49:23.810,20.0,20.494,20.489826065084337
660263,57400,3800.0,2025-09-21T11:49:23.910,20.0,20.494,20.49086954881325
660363,57500,3900.0,2025-09-21T11:49:24.010,20.0,20.494,20.491652161609938
660463,57600,4000.0,2025-09-21T11:49:24.110,20.0,20.494,20.492239121207454
660563,57700,4100.0,2025-09-21T11:49:24.210,20.0,20.494,20.49267934090559
660663,57800,4200.0,2025-09-21T11:49:24.310,20.0,20.494,20.49300950567919
